ArmentiËres,62,-8,6,12,-4,-14,9,-46,36,-29,29,-5
Chalon-sur-SaÙne,63,2,-5,-9,18,-3,3,-2,-9,-4,-1,-5
…pinal,64,0,-5,-33,7,-9,8,12,2,-13,3,-3
Nevers,65,-6,3,11,-9,12,-13,-13,7,-16,0,-7
Valence,66,-2,15,-1,6,-4,9,-3,-1,-4,5,-2
Ch‚lons-en-Champagne,67,5,-5,-12,-1,-27,30,-10,2,-3,-9,-8
Charleville-MÈziËres,68,9,-6,0,-2,8,-9,-24,17,-2,-8,-12
Tarbes,69,0,-2,8,4,-26,15,16,-11,-3,-1,-4
Arras,70,-3,-3,7,-9,3,0,5,7,-1,0,-2
Bastia,71,4,4,-42,34,-27,-2,12,-7,-4,-3,9
Ch‚teauroux,72,0,0,-28,27,-29,29,-30,26,-19,9,-3
AlËs,73,7,7,10,-2,-21,17,-8,-1,3,-2,4
Vienne,74,-1,-5,7,9,-22,23,-3,-3,-18,25,5
Chartres,75,-1,-6,-19,16,-11,9,35,-14,-7,12,-2
Niort,76,-3,-2,0,-3,-21,26,-21,21,1,-5,0
Blois,77,0,-1,23,-33,8,-13,4,3,17,-12,-4
Vannes,78,-2,-5,-1,0,-7,-5,-7,9,26,-6,1
Albi,79,5,0,-18,18,-9,-1,10,-10,0,2,3
Agen,80,-1,2,-30,32,-26,8,28,-14,-20,24,5
Saint-Brieuc,81,3,1,19,8,-17,18,-7,-4,1,0,3
ChambÈry,82,0,-4,12,-8,18,-8,41,-8,4,-2,-1
Ajaccio,83,-1,1,-5,-2,13,-22,3,-4,3,-9,14
Vichy,84,-11,3,44,-17,-4,-14,12,-5,-6,-8,-1
Saint-Omer,85,-1,-3,-1,-10,-9,4,8,9,13,-19,-4
Beauvais,86,-2,0,-16,8,12,-8,14,-19,16,-18,-2
Brive-la-Gaillarde,87,4,-1,24,-16,-3,-1,23,-15,-18,15,1
Quimper,88,-1,-1,10,-19,-9,37,-27,24,-2,6,-1
Cholet,89,4,-23,32,-13,-17,15,0,-1,-10,2,-4
Bourg-en-Bresse,90,3,0,-19,15,33,-36,0,-7,3,-3,-2
…vreux,91,0,0,-17,10,6,4,13,-24,-9,12,-3
Haguenau,92,2,-6,-3,-3,37,-39,32,-32,-2,3,1
Romans-sur-IsËre,93,0,-11,27,-20,-2,-2,11,-12,8,-13,-1
CompiËgne,94,0,-1,45,-44,12,-7,10,-4,16,-11,-4
Bergerac,95,-1,2,1,0,5,3,17,-26,2,-3,1
Annecy,96,-1,0,25,-3,-3,14,14,4,4,2,0
Draguignan,97,-1,-1,79,-88,8,-8,-1,4,-2,16,14
Menton,98,6,17,-28,11,-3,5,-16,15,6,-1,2
Meaux,99,-1,-2,19,-22,8,-5,-6,10,15,-1,-2
Salon-de-Provence,100,1,1,1,-6,2,-2,10,-13,2,-4,1
Creil,101,-1,9,29,-17,43,-13,0,-1,-1,1,2
La Teste-de-Buch - Arcachon,102,1,-4,37,-36,41,-46,7,-6,29,-25,4
Forbach,103,0,41,11,5,16,-15,5,-13,-18,16,-6
Bourgoin-Jallieu,104,-2,-3,38,-38,33,-31,34,-36,29,-29,0
Thonon-les-Bains,105,-3,1,16,-15,17,-17,2,1,-2,7,11
Saint-Just-Saint-Rambert,106,-1,1,8,-3,10,-6,16,-26,-2,4,-1
FrÈjus,107,3,4,33,-16,-11,20,-12,-3,31,-7,10
Annemasse,108,3,4,48,-15,19,-1,-5,1,13,-4,3
Cluses,109,0,6,14,2,32,-21,-1,-16,0,19,5
