Toledo,60,-2,-6,-1,0,3,2,0,2,-2,-9,21,21,12,1.75
Ceuta,61,0,2,3,5,3,13,6,3,-44,10,NA,-44,11,-4
Aviles,62,10,3,4,5,NA,NA,NA,NA,NA,NA,NA,10,5,2
Pontevedra,63,4,3,-2,-5,6,0,-1,2,-3,3,-2,6,12,0.5
Melilla,64,0,-8,1,18,3,26,7,-14,-30,-37,NA,-37,11,-3.363636364
Palencia,65,11,1,1,-7,5,-5,-6,-3,-23,7,NA,-23,11,-2.090909091
El Ejido,66,-9,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,3,-6.666666667
Chiclana de la Frontera,67,-3,-17,-6,NA,NA,NA,NA,NA,NA,NA,NA,-17,4,-4.25
Getxo,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
Orihuela,69,-13,-1,3,12,8,6,6,5,11,4,-7,-13,12,-1.083333333
Gandia,70,-2,-8,3,-8,NA,NA,NA,NA,NA,NA,NA,-8,5,-1.6
Velez-Malaga,71,-6,-4,-3,10,1,-2,-1,15,-7,13,5,15,12,1.25
Manresa,72,6,6,7,-4,5,-11,4,7,-2,-20,21,21,12,1.75
Ciudad Real,73,6,-4,-5,5,2,-3,4,-1,-21,NA,NA,-21,10,-2.1
Rubi,74,5,-13,1,NA,NA,NA,NA,NA,NA,NA,NA,-13,4,-3.25
Mijas,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
Rivas-Vaciamadrid,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
Ferrol,77,22,4,5,5,0,14,-1,-19,0,1,4,22,12,1.833333333
Majadahonda,78,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13,2,-6.5
Valdemoro,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
Ponferrada,80,12,1,-3,NA,2,NA,NA,NA,NA,NA,NA,12,5,2.4
Benidorm,81,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,2,-3
Sanlucar de Barrameda,82,11,-3,-4,-12,1,20,0,6,7,-16,24,24,12,2
Paterna,83,NA,-13,-1,NA,NA,NA,NA,NA,NA,NA,NA,-13,3,-4.333333333
Molina de Segura,84,NA,-15,1,NA,NA,NA,NA,NA,NA,NA,NA,-15,3,-5
Santa Lucia de Tirajana,85,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12,2,-6
Torremolinos,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
Vilanova i la Geltrœ,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
Sagunt,88,8,5,8,NA,2,-29,NA,NA,NA,NA,NA,-29,6,-4.833333333
Zamora,89,24,1,1,-2,4,-5,-5,-2,-24,10,-2,24,12,2
Linea de la Concepcion,90,NA,NA,NA,28,4,15,-19,14,28,-16,-1,28,9,3.111111111
Viladecans,91,13,-8,3,NA,NA,NA,NA,NA,NA,NA,NA,13,4,3.25
Estepona,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
Castelldefels,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
Benalmadena,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
Collado Villalba,95,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,2,-2
Irun,96,17,1,6,-3,1,NA,NA,NA,NA,NA,NA,17,6,2.833333333
Alcoy,97,23,11,9,NA,NA,NA,NA,NA,NA,NA,NA,23,4,5.75
Motril,98,9,1,1,NA,NA,NA,NA,NA,NA,NA,9,9,5,1.8
Granollers,99,13,7,0,-9,NA,NA,NA,NA,NA,NA,NA,13,5,2.6
La Linea de la Concepcion,NA,15,3,6,NA,NA,NA,NA,NA,NA,NA,NA,15,3,5
Linares,NA,-12,7,1,4,5,11,9,4,7,2,2,-12,11,-1.090909091
Torrelavega,NA,-57,15,1,NA,NA,NA,NA,NA,NA,NA,NA,-57,3,-19
Segovia,NA,-18,7,1,3,2,-15,2,7,-23,9,NA,-23,10,-2.3
