,city,2011,city.1,2001,city.2,1991,city.3,1981,city.4,1971,city.5,1961,city.6,1951,city.7,1940,city.8,1930,city.9,1921,city.10,1910,city.11,1900
Aversa,-1.0,0.0,-1.0,0.0,-1.0,0.0,90.0,55852.0,94.0,50554.0,97.0,40207.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Scandicci,-1.0,0.0,-1.0,0.0,-1.0,0.0,94.0,54078.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
San Severo,-1.0,0.0,-1.0,0.0,-1.0,0.0,95.0,53923.0,91.0,52123.0,78.0,47903.0,81.0,48758.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,82.0,32231.0,84.0,30060.0
Biella,-1.0,0.0,-1.0,0.0,-1.0,0.0,96.0,52620.0,82.0,54997.0,68.0,52085.0,97.0,42848.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Mantova,-1.0,0.0,-1.0,0.0,-1.0,0.0,97.0,52573.0,71.0,66661.0,64.0,55855.0,71.0,53885.0,81.0,40557.0,75.0,42948.0,70.0,36706.0,81.0,32736.0,86.0,29144.0
Cologno Monzese,-1.0,0.0,-1.0,0.0,-1.0,0.0,98.0,52359.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Vercelli,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,78.0,56796.0,66.0,53900.0,99.0,42257.0,85.0,39062.0,82.0,39589.0,-1.0,0.0,84.0,31968.0,79.0,31290.0
Lecco,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,88.0,52727.0,79.0,47591.0,98.0,42597.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Cuneo,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,76.0,48447.0,-1.0,0.0,92.0,35389.0,90.0,36295.0,76.0,31243.0,96.0,29220.0,89.0,27198.0
Cerignola,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,87.0,43386.0,77.0,51304.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,64.0,40087.0,65.0,34277.0
Alcamo,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,88.0,42912.0,-1.0,0.0,86.0,38491.0,59.0,51235.0,66.0,41563.0,85.0,31892.0,33.0,51857.0
Casale Monferrato,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,89.0,42525.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,75.0,34199.0,78.0,31895.0
Bisceglie,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,95.0,40566.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,77.0,33972.0,80.0,30967.0
Faenza,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,96.0,40403.0,82.0,48105.0,70.0,47253.0,69.0,47361.0,-1.0,0.0,63.0,40230.0,54.0,40424.0
Paterno,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,99.0,39946.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,97.0,28936.0,-1.0,0.0
Chioggia,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,80.0,49575.0,78.0,42677.0,83.0,38969.0,-1.0,0.0,72.0,35189.0,83.0,30653.0
Rovigo,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,84.0,45918.0,83.0,40053.0,86.0,37471.0,93.0,14710.0,-1.0,0.0,-1.0,0.0
Corato,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,85.0,45577.0,76.0,44705.0,72.0,44119.0,-1.0,0.0,50.0,45244.0,53.0,41660.0
Carbonia,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,87.0,45174.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Ascoli Piceno,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,88.0,44760.0,87.0,38132.0,88.0,37037.0,75.0,32127.0,91.0,30675.0,87.0,28972.0
Foligno,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,90.0,44699.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,99.0,28449.0,-1.0,0.0
Caltagirone,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,95.0,43615.0,84.0,39393.0,85.0,38234.0,67.0,40447.0,56.0,42660.0,41.0,44933.0
Gorizia,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,71.0,46685.0,63.0,49300.0,84.0,25697.0,89.0,31029.0,95.0,25450.0
Modica,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,89.0,37992.0,74.0,43327.0,53.0,49652.0,34.0,55978.0,37.0,49091.0
Acireale,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,90.0,36972.0,84.0,38292.0,-1.0,0.0,71.0,36133.0,64.0,35490.0
Rieti,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,93.0,34860.0,94.0,32221.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Teramo,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,94.0,33818.0,96.0,30720.0,83.0,25898.0,-1.0,0.0,-1.0,0.0
Civitavecchia,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,96.0,31957.0,92.0,34467.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Merano,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,97.0,30323.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Imperia,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,99.0,28770.0,89.0,20318.0,-1.0,0.0,-1.0,0.0
Belluno,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,82.0,26641.0,-1.0,0.0,-1.0,0.0
Avellino,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,85.0,25673.0,-1.0,0.0,-1.0,0.0
Macerata,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,87.0,24470.0,-1.0,0.0,-1.0,0.0
Campobasso,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,92.0,16371.0,-1.0,0.0,-1.0,0.0
Sondrio,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,94.0,9617.0,-1.0,0.0,-1.0,0.0
Capannori,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,44.0,47748.0,38.0,48275.0
San Pier d'Arena,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,57.0,42453.0,66.0,34178.0
Bitonto,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,80.0,32882.0,82.0,30648.0
Piazza Armerina,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,83.0,32127.0,-1.0,0.0
Trani,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,88.0,31048.0,77.0,31839.0
Canicatti,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,92.0,30248.0,-1.0,0.0
Adrano,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,93.0,30140.0,92.0,25986.0
Cortona,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,95.0,29337.0,85.0,29337.0
Monte San Giuliano,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,98.0,28795.0,-1.0,0.0
Enna,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,100.0,28396.0,94.0,25851.0
Cascina,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,93.0,25965.0
