cityName,city,1904,city.1,1914,city.2,1920,city.3,1930,city.4,1940,city.5,1950,city.6,1960,city.7,1970,city.8,1980,city.9,1990,city.10,2000,city.11,2010
a4,-1,0,-1,0,-1,0,69,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a5,-1,0,-1,0,-1,0,70,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a6,-1,0,-1,0,-1,0,71,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a7,-1,0,-1,0,-1,0,72,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a8,-1,0,-1,0,-1,0,73,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a9,-1,0,-1,0,-1,0,74,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a10,-1,0,-1,0,-1,0,75,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a11,-1,0,-1,0,-1,0,76,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a12,-1,0,-1,0,-1,0,77,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a13,-1,0,-1,0,-1,0,78,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a14,-1,0,-1,0,-1,0,79,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a15,-1,0,-1,0,-1,0,80,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a16,-1,0,-1,0,-1,0,81,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a17,-1,0,-1,0,-1,0,82,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a18,-1,0,-1,0,-1,0,83,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a19,-1,0,-1,0,-1,0,84,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a20,-1,0,-1,0,-1,0,85,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a21,-1,0,-1,0,-1,0,86,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a22,-1,0,-1,0,-1,0,87,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a23,-1,0,-1,0,-1,0,88,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a24,-1,0,-1,0,-1,0,89,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a25,-1,0,-1,0,-1,0,90,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a26,-1,0,-1,0,-1,0,91,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a27,-1,0,-1,0,-1,0,92,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a28,-1,0,-1,0,-1,0,93,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a29,-1,0,-1,0,-1,0,94,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a30,-1,0,-1,0,-1,0,95,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a31,-1,0,-1,0,-1,0,96,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a32,-1,0,-1,0,-1,0,97,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a33,-1,0,-1,0,-1,0,98,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a34,-1,0,-1,0,-1,0,99,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a35,-1,0,-1,0,-1,0,100,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
a36,-1,0,-1,0,-1,0,101,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Fuse,-1,0,-1,0,-1,0,-1,0,25,134755,37,150167,34,212894,-1,0,-1,0,-1,0,-1,0,-1,0
Kawaguchi,-1,0,-1,0,-1,0,-1,0,38,97148,51,118972,46,170165,28,305987,30,379436,28,438774,25,460073,24,561506
Chiba,-1,0,-1,0,-1,0,-1,0,40,92199,38,150053,28,241646,13,482155,13,746419,13,829524,13,887224,13,961749
Numazu,-1,0,-1,0,-1,0,-1,0,45,86292,34,156536,36,205672,37,267101,45,298363,46,317156,51,318181,-1,0
Hitachi,-1,0,-1,0,-1,0,-1,0,48,82939,-1,0,49,161250,67,193241,76,204695,77,202139,85,193470,-1,0
Nobeoka,-1,0,-1,0,-1,0,-1,0,50,79478,75,88111,77,122586,95,128361,-1,0,-1,0,-1,0,-1,0
Tagawa,-1,0,-1,0,-1,0,-1,0,57,70227,74,88478,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Ybari,-1,0,-1,0,-1,0,-1,0,64,65004,62,99536,82,108070,-1,0,-1,0,-1,0,-1,0,-1,0
Beppu,-1,0,-1,0,-1,0,-1,0,65,64743,71,93008,83,107735,98,123850,-1,0,-1,0,-1,0,-1,0
Choshi,-1,0,-1,0,-1,0,-1,0,68,61228,82,82437,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Hofu,-1,0,-1,0,-1,0,-1,0,70,58982,79,83650,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Miyakonojo,-1,0,-1,0,-1,0,-1,0,71,58898,94,75133,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Ichikawa,-1,0,-1,0,-1,0,-1,0,72,58149,59,102587,56,157356,38,261139,32,364211,29,436683,27,448665,33,473919
Koriyama,-1,0,-1,0,-1,0,-1,0,73,57485,96,70948,87,102693,45,241743,49,286593,47,314689,44,334839,64,338712
Fukuyama,-1,0,-1,0,-1,0,-1,0,74,56753,-1,0,65,140650,41,255107,35,346002,34,365694,35,378838,35,461357
Imabari,-1,0,-1,0,-1,0,-1,0,76,55604,-1,0,93,100135,-1,0,-1,0,-1,0,-1,0,-1,0
Uwajima,-1,0,-1,0,-1,0,-1,0,79,52176,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Odawara,-1,0,-1,0,-1,0,-1,0,80,51859,87,79500,73,124851,80,156775,83,177548,85,193443,82,200206,-1,0
Iwakuni,-1,0,-1,0,-1,0,-1,0,82,51001,-1,0,92,100322,-1,0,-1,0,-1,0,-1,0,-1,0
Funabashi,-1,0,-1,0,-1,0,-1,0,83,50919,61,100395,69,135052,26,325431,18,479438,18,533355,19,550185,21,609040
Maizuru,-1,0,-1,0,-1,0,-1,0,85,49872,72,91933,94,99699,-1,0,-1,0,-1,0,-1,0,-1,0
Kumagaya,-1,0,-1,0,-1,0,-1,0,87,48961,99,69793,99,98201,101,120888,-1,0,-1,0,-1,0,-1,0
Ashikaga,-1,0,-1,0,-1,0,-1,0,91,48324,73,89855,79,111022,81,156042,91,165813,95,167708,-1,0,-1,0
Aizuwakamatsu,-1,0,-1,0,-1,0,-1,0,92,48153,-1,0,95,99597,-1,0,-1,0,-1,0,-1,0,-1,0
Yonago,-1,0,-1,0,-1,0,-1,0,93,47200,78,83655,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Nogata,-1,0,-1,0,-1,0,-1,0,94,47016,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Kanoya,-1,0,-1,0,-1,0,-1,0,95,46804,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Iizuka,-1,0,-1,0,-1,0,-1,0,96,46783,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Seto,-1,0,-1,0,-1,0,-1,0,97,45887,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Kamaishi,-1,0,-1,0,-1,0,-1,0,98,42246,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Kawagoe,-1,0,-1,0,-1,0,-1,0,99,38432,-1,0,84,107574,72,171016,56,259327,51,304921,46,330845,60,342670
Yamaguchi,-1,0,-1,0,-1,0,-1,0,100,38230,89,77877,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Obihiro,-1,0,-1,0,-1,0,-1,0,101,36694,-1,0,90,100992,93,131668,97,153998,96,167475,92,173095,-1,0
Kurashiki,-1,0,-1,0,-1,0,-1,0,-1,0,26,199253,26,252396,24,339854,26,403899,31,414725,31,430316,31,475513
Iwaki,-1,0,-1,0,-1,0,-1,0,-1,0,27,188967,25,260198,25,327228,36,342197,36,355808,38,360102,61,342249
Tokuyama,-1,0,-1,0,-1,0,-1,0,-1,0,43,137997,52,159504,66,193824,72,215337,72,211527,80,204254,-1,0
Kamakura,-1,0,-1,0,-1,0,-1,0,-1,0,76,85492,97,98627,88,139278,86,172603,91,174354,101,167667,-1,0
Fujisawa,-1,0,-1,0,-1,0,-1,0,-1,0,77,84686,74,124698,52,229069,44,300267,37,350378,34,379284,44,409657
Imari,-1,0,-1,0,-1,0,-1,0,-1,0,83,82326,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Fuji,-1,0,-1,0,-1,0,-1,0,-1,0,86,81546,75,124023,35,269547,40,314025,40,339655,41,354450,91,254027
Tsuyama,-1,0,-1,0,-1,0,-1,0,-1,0,88,78673,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Suzuka,-1,0,-1,0,-1,0,-1,0,-1,0,91,77037,-1,0,100,121285,94,156368,92,174164,88,186260,-1,0
Niihama,-1,0,-1,0,-1,0,-1,0,-1,0,95,73727,71,125711,96,126095,-1,0,-1,0,-1,0,-1,0
Kanuma,-1,0,-1,0,-1,0,-1,0,-1,0,97,70505,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Himi,-1,0,-1,0,-1,0,-1,0,-1,0,98,70123,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Yatsushiro,-1,0,-1,0,-1,0,-1,0,-1,0,100,69677,91,100647,-1,0,-1,0,-1,0,-1,0,-1,0
Tochigi,-1,0,-1,0,-1,0,-1,0,-1,0,102,68807,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
Hiratsuka,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,81,108342,73,163764,74,214372,65,246060,65,254687,88,260780
Sagamihara,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,89,101791,32,278398,23,439335,19,531544,16,605637,18,717515
Matsusaka,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,98,98452,-1,0,-1,0,-1,0,-1,0,-1,0
Mitaka,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,100,98021,83,155746,92,164518,98,165644,95,171621,-1,0
Sakata,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,101,97709,-1,0,-1,0,-1,0,-1,0,-1,0
Matsudo,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,42,253627,28,400927,22,456212,24,464886,29,484457
Machida,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,61,202830,47,295496,38,349126,36,377597,38,427016
Toyota,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,63,197294,51,281646,42,332351,42,351130,40,421487
Fucho,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,74,163288,78,192272,74,209459,72,226876,89,255506
Chofu,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,79,157562,81,180516,81,197733,79,204857,-1,0
Ichihara,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,82,156041,70,216364,62,257741,62,278293,79,280416
Kashiwa,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,85,150688,61,239291,50,305137,49,327915,46,404012
Koshigaya,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,87,139484,67,223285,58,285370,53,308361,66,326313
Kodaira,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,89,137452,96,154682,99,164079,89,178636,-1,0
Tokorozawa,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,90,136679,64,236521,53,303091,48,330196,62,341924
Chigasaki,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,94,129607,87,171001,78,201712,74,220839,99,235081
Soka,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,99,123327,80,186614,75,206188,73,225071,92,243855
Yamato,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,89,167949,83,194924,77,212862,100,228186
Ageo,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,90,166281,84,194918,76,212958,-1,0
Kasukabe,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,95,155672,86,188874,81,203419,98,237171
Tomakomai,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,98,152051,100,160190,94,172133,-1,0
Hino,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,99,145452,97,165965,100,167924,-1,0
Atsugi,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,100,145414,82,197341,75,217453,-1,0
Sayama,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,101,157308,-1,0,-1,0
Sakura,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,96,170926,-1,0
Yachiyo,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,97,168837,-1,0
Hadano,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,98,168151,-1,0
