cityName,city,1900,city.1,1910,city.2,1920,city.3,1930,city.4,1940,city.5,1950,city.6,1960,city.7,1970,city.8,1980,city.9,1990,city.10,2000,city.11,2010
Tuxtla,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,49,173553,-1,0,-1,0,-1,0
Victoria,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,54,160070,-1,0,-1,0,-1,0
Papantla,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,56,146998,-1,0,-1,0,-1,0
Carmen,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,57,146131,-1,0,-1,0,-1,0
Tultitlan,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,59,144057,-1,0,-1,0,-1,0
El Mante,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,67,113107,-1,0,-1,0,-1,0
Cosamaloapan,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,72,105105,-1,0,-1,0,-1,0
Coacalco,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,80,97962,-1,0,-1,0,-1,0
Huimanguillo,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,83,94732,-1,0,-1,0,-1,0
Compostela,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,89,88807,-1,0,-1,0,-1,0
Tecamac,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,90,86189,-1,0,-1,0,-1,0
Zitacuaro,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,91,84129,-1,0,-1,0,-1,0
Tihuatlan,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,98,78994,-1,0,-1,0,-1,0
Allende,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,100,77798,-1,0,-1,0,-1,0
Cancun,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,53,187431,32,431128,28,677379
Tula,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,63,140438,64,169901,63,205812
Chetumal,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,64,140275,63,175980,62,207810
Tecoman,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,75,110481,74,127863,75,141421
Tianguistenco,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,80,92830,75,127413,74,157944
Texcoco de Mora,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,87,74194,81,101711,-1,0
Cuauhtemoc,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,90,69895,87,85387,-1,0
Ojo de Agua,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,95,74143,-1,0
Miramar,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,97,58104,-1,0
Playa del Carmen,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,99,43613,-1,0
Tepexpan,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,100,36131,87,102667
Ciudad Cuauhtemoc,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,80,114007
San Jose del Cabo,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,97,69788
Cabo San Lucas,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,98,68463
