BÈziers,52323,Boulogne-sur-Mer,53115,Troyes,55219,Angers,69806,Brest,76069,MontbÈliard,89152,NÓmes,105200,Forbach,132343,Thionville,137294,BesanÁon,134501,Annecy,143402,Annecy,153288
Bayonne,50494,Dunkerque,52295,Perpignan,53784,Caen,69040,Perpignan,75028,La Rochelle,82672,BesanÁon,101747,MontbÈliard,131045,Saint-Nazaire,132812,Annemasse,132374,Saint-Nazaire,140418,Saint-Nazaire,148578
Saint-Quentin,50344,BÈziers,51088,Caen,53754,Montpellier,67536,Poitiers,68582,Lorient,81576,Poitiers,96257,Maubeuge,130217,Troyes,130849,Annecy,131718,BesanÁon,134376,Annemasse,145507
Thionville,48638,Lorient,49093,Bayonne,46627,BÈziers,60489,AngoulÍme,65308,BÈziers,76347,Valence,95079,Troyes,128895,MontbÈliard,128194,Thionville,129224,Troyes,131336,BesanÁon,135808
Bourges,46697,Caen,46926,Lorient,46387,AngoulÍme,58850,BÈziers,64666,AngoulÍme,73465,AngoulÍme,93847,Pau,127062,Maubeuge,127904,Troyes,128546,Thionville,130442,Troyes,133279
Caen,45410,Bayonne,45991,Bourges,45922,Tours,54703,BesanÁon,63584,Roanne,73401,Forbach,91396,AngoulÍme,126976,BesanÁon,125934,MontbÈliard,124609,Annemasse,127085,Thionville,130922
Cherbourg-Octeville,42920,Bourges,45773,Pau,45753,Troyes,54386,Forbach,61365,Thionville,70132,La Rochelle,88480,Valence,113057,Annecy,119269,La Rochelle,119259,Valence,122744,Poitiers,129653
MontbÈliard,40913,Colmar,43825,Dunkerque,44710,Bourges,52341,Troyes,60957,Boulogne-sur-Mer,69837,Lorient,87013,Thionville,111207,Valence,115905,AngoulÍme,117510,La Rochelle,122073,La Rochelle,127033
Poitiers,39905,Cherbourg-Octeville,43784,Maubeuge,44211,Vichy,51938,Valence,60001,Perpignan,68828,Perpignan,86259,Poitiers,110326,La Rochelle,111041,Amiens,116381,Poitiers,121125,Valence,126832
SËte,37759,Poitiers,41288,Colmar,42337,AlËs,51360,La Rochelle,58909,Annemasse,65179,Saint-Brieuc,77143,La Rochelle,109122,Lorient,110823,Lorient,115488,Maubeuge,119657,Lorient,116401
