Code;Name EN;Province;Lat;Long;1982;1990;2000;2010
CNSHU3406A;SHUANGDUIJI;ANHUI;33.4246;116.8887;;;39526;91645
CNYUE3206A;YUELAI;JIANGSU;27.821646;103.781784;;;;91585
CNXIA4110A;XIANGCHENG;HENAN;28.225;115.1566;;;;91558
CNXIA4110B;XIANGCHENG;HENAN;33.465838;114.875333;;;;91558
CNBIN3704A;BINHU;SHANDONG;31.4760126;120.321992;;;;91529
CNHUL4414A;HULIAO;GUANGDONG;24.3546;116.6924;;;64391;91511
CNCHE4114A;CHENJI;HENAN;36.353186;116.307279;;;107584;91446
CNCHE1501A;CHENGGUAN;NEIMENGGU;40.2706;111.1566;;;;91437
CNLIA3508A;LIANFENG;FUJIAN;25.7165;116.7401;;;107126;91337
CNCHE4107A;CHENGGUAN;HENAN;35.1926;114.6909;;;;91321
CNHOU3707A;HOU;SHANDONG;36.989;118.9628;;;43281;91250
CNLIG3203A;LIGUO;JIANGSU;34.5502;117.3317;;;115872;91228
CNLIN4601A;LINGSHAN;HAINAN;23.5297076;113.8254932;;;112948;91181
CNSHI6211A;SHILI;GANSU;41.5096;123.3624;;;101630;91092
CNHEZ6230A;HEZUO;GANSU;30.7472;103.9029;33218;46304;57337;91072
CNCHE4312A;CHENYANG;HUNAN;33.7667;120.1125;;;92304;91029
CNSHI3715A;SHIFO;SHANDONG;36.2356;115.8529;;;93242;91009
CNSAN3412A;SANTA;ANHUI;33.2385;115.7953;;;118142;90933
CNWEN6405A;WENCHANG;NINGXIA;29.7384;119.1922;;;106450;90838
CNHON3412C;HONGSHAN;ANHUI;33.4975;115.5853;;;;90834
CNYIL2301A;YILAN;HEILONGJIANG;46.3098;129.559;;;71412;90667
CNCHO3304A;CHONGFU;ZHEJIANG;30.5253;120.435;;;39026;90505
CNYAN3607A;YANGCUN;JIANGXI;24.6343;114.6283;;;142680;90482
CNTUA3708A;TUANLI;SHANDONG;35.4437;116.3948;;;57108;90480
CNDUN3206A;DUNTOU;JIANGSU;32.6402;120.351;;;48442;90284
CNTAI5105A;TAIFU;SICHUAN;28.9851;105.6259;;;85927;90125
CNDOU3604A;DOUCHANG;JIANGXI;32.016603;120.318795;;;;90046
CNYON5002B;YONGAN;CHONGQING;31.016332;109.464094;;;;90045
CNHUI3716A;HUIMIN;SHANDONG;37.4767;117.5067;;;;90026
CNBIN3716A;BINZHOU;SHANDONG;37.489877;117.509921;48104;51438;79380;90026
CNDAF5224A;DAFANG;GUIZHOU;27.1448;105.5996;61130;74412;79100;89996
CNGUJ3416A;GUJING;ANHUI;33.9936;115.6607;;;51336;89953
CNSHA4509A;SHANLUO;GUANGXI;22.5654;110.2345;;;76359;89790
CNTAN3707A;TANFANG;SHANDONG;36.7037;118.6689;;;52623;89767
CNTOU3403A;TOUPU;ANHUI;33.0891;117.828;;;76304;89741
CNYUH4107A;YUHE;HENAN;36.7523;119.0234;;;97788;89652
CNWAN4290A;WANGCHANG;HUBEI;30.51;112.7675;;;148344;89613
CNRON4502A;RONGAN;GUANGXI;23.7833;108.867;37361;48615;68618;89522
CNJIN4418A;JINTAN;GUANGDONG;24.0634;112.8004;;;;89457
CNLON1308A;LONGHUA;HEBEI;41.3054;117.7219;50554;57010;73498;89436
CNLIT4501A;LITANG;GUANGXI;23.2075;109.1295;;;;89432
CNFEN1302B;FENGNAN;HEBEI;39.575013;118.085076;;;;89426
CNSUN3213A;SUNYUAN;JIANGSU;33.3866;118.366;;;122432;89414
CNXIN3412A;XINCUN;ANHUI;32.8595;115.5167;;;135696;89394
CNXIA3713C;XIANGCHENG;SHANDONG;34.8504;117.9335;;;;89347
CNMAK4209A;MAKOU;HUBEI;28.9534;115.7676;;;34534;89328
CNYIN3707B;YINGQIU;SHANDONG;36.8095309;115.1765437;;;;89224
CNCHE3608A;CHENGJIANG;JIANGXI;26.7877;114.8995;;;35980;89213
CNDAA4508A;DAAN;GUANGXI;23.3899;110.5071;;;81799;89188
CNLET1302A;LETING;HEBEI;39.4264;118.9208;30418;33665;54606;89036
CNBAI5306A;BAIHETAN;YUNNAN;26.9040277;102.9356252;;;;88980
CNXIA5329B;XIAZHUANG;YUNNAN;25.4352;100.7656;;;88130;88967
CNZHI4205B;ZHICHENG;HUBEI;31.0055;119.9101;;;156689;88935
CNHUA3717A;HUANGAN;SHANDONG;35.459908;115.73669;;;57834;88877
CNWAN3213B;WANGJI;JIANGSU;33.8592;118.7349;;;;88799
CNXIN5113A;XINZHENG;SICHUAN;31.2789;106.2924;;;71901;88680
CNXIN5115A;XINGWEN;SICHUAN;28.335734;105.095989;41764;48274;67155;88630
CNWUS4509A;WUSHI;GUANGXI;22.1659;110.2435;;;;88510
CNLIU4509B;LIUWANG;GUANGXI;22.8126;110.7501;;;98966;88504
CNBAI4211A;BAIGUO;HUBEI;31.0409;115.0109;;;91940;88465
CNKUN5301B;KUNYANG;YUNNAN;24.675;102.5954;;;;88446
CNQIF3703A;QIFENG;SHANDONG;37.0616;118.082;;;109854;88434
CNTAO3207A;TAOLIN;JIANGSU;34.5149;118.482;;;130456;88411
CNJIA4414A;JIAOCHENG;GUANGDONG;24.653383;116.165862;;;;88358
CNWUS5116A;WUSHENG;SICHUAN;30.455962;106.633212;26849;39546;85344;88239
CNJUN4106A;JUNXIAN;HENAN;22.6430949;114.1974804;56869;60807;74946;88222
CNGAO6101A;GAOLING;SHAANXI;34.534829;109.088297;15096;18759;44206;88193
CNDON3715B;DONGA;SHANDONG;36.456704;115.985371;48356;70760;75735;88160
CNFEN5116A;FENGHE;SICHUAN;30.1951;107.0698;;;111252;88121
CNSUN3406A;SUNDING;ANHUI;37.579259;117.203944;;;;88095
CNZHA4113B;ZHANGDIAN;HENAN;32.6769;112.6873;;;35984;88075
CNXIA5113B;XIANGRU;SICHUAN;36.2618415;111.915712;;;;88065
CNHUA4412A;HUAIJI;GUANGDONG;23.92035;112.167742;40347;55255;93434;88027
CNDAO3707A;DAOTIAN;SHANDONG;36.8411;118.8944;;;32595;87956
CNBAI5202A;BAIGUO;GUIZHOU;26.0092;104.5088;;;;87884
CNJID2303A;JIDONG;HEILONGJIANG;45.2564;131.0948;;;43729;87766
CNBAO4203B;BAOFENG;HUBEI;32.2918;110.0023;;;128984;87725
CNQIN3209A;QINNAN;JIANGSU;33.2595;119.9113;;;91435;87705
CNLIU3711A;LIUGUANZHUANG;SHANDONG;35.5195;118.7844;;;97209;87656
CNLUZ4502A;LUZHAI;GUANGXI;24.4799;109.736;44874;64456;57571;87642
CNHUO1410A;HUOZHOU;SHANXI;36.568931;111.755398;26162;33118;73840;87642
CNHUA4511A;HUANGTIAN;GUANGXI;28.0748;120.6965;;;99780;87498
CNDON2310A;DONGNING;HEILONGJIANG;44.062672;131.125806;;;63060;87488
CNYAN4113A;YANGYING;HENAN;33.0065;112.1554;;;91460;87467
CNHES4414A;HESHUI;GUANGDONG;22.304925;111.872049;;;;87413
CNYUA4205A;YUANAN;HUBEI;31.060869;111.640508;90136;96248;107564;87332
CNWAN4101A;WANGCUN;HENAN;38.8081;116.7147;;;56408;87273
CNHUA6208A;HUATING;GANSU;25.3764;118.8932;35843;37456;46355;87265
CNLON4210A;LONGKOU;HUBEI;29.940594;113.768487;;;;87257
CNCAO4408A;CAOTAN;GUANGDONG;21.2734;109.7846;;;58056;87166
CNABA1525A;ABAGA;NEIMENGGU;43.933454;116.048222;32130;36616;52728;87148
CNLIN6211A;LINTAOXIAN;GANSU;36.041492;103.8617149;49284;60868;81916;86950
CNYUE4290A;YUEKOU;HUBEI;30.5153;113.0784;;;81602;86934
CNGUY1307A;GUYUAN;HEBEI;41.6644615;115.7143143;78193;98929;134026;86908
CNGAO3607B;GAOXING;JIANGXI;26.435;115.2832;;;93224;86875
CNSUI5203A;SUIYANG;GUIZHOU;28.1238;107.7394;44704;49844;76708;86766
CNLON4418B;LONGJING;GUANGDONG;23.8822;112.868;;;;86676
CNDAY4210A;DAYUAN;HUBEI;29.9982;120.0036;;;47184;86636
CNSHU3418A;SHUIYANG;ANHUI;31.2291;118.7898;;;45164;86560
CNZHU3706A;ZHUQIAO;SHANDONG;23.0714215;113.7146941;;;71190;86514
CNHUA4414A;HUANGBEI;GUANGDONG;30.072563;115.939646;;;59862;86449
CNBAN4206A;BANQIAO;HUBEI;31.5269;111.6;;;;86445
CNXIN3607A;XINIU;JIANGXI;24.1599;113.1052;;;61214;86442
CNQIA3408B;QIANQIAO;ANHUI;30.9685;117.227;;;77767;86382
CNDIN4690A;DINGCHENG;HAINAN;19.6967;110.3228;;;42988;86367
CNQUJ3609A;QUJIANG;JIANGXI;34.449139;118.714784;;;45227;86346
CNQIN2312A;QINGAN;HEILONGJIANG;46.873;127.4775;48243;62841;79388;86317
CNQIN6207A;QINGQUAN;GANSU;30.4589;115.2588;;;;86293
CNSHE1311A;SHENZHOU;HEBEI;38.001536;115.559574;;;67372;86164
CNJIA4304A;JIANGKOU;HUNAN;26.6767;112.8758;;;;86148
CNLIN3413A;LINGBI;ANHUI;33.542012;117.55789;37732;41699;67014;86027
CNDAD4509A;DADONG;GUANGXI;33.8327;119.3951;;;146360;86011
CNREN5305A;RENHE;YUNNAN;40.1324;116.6434;;;35944;85973
CNMAO3404A;MAOJI;ANHUI;32.6512;116.6339;;;98336;85940
CNLUS4290A;LUSHI;HUBEI;24.8453;99.9845;;;40324;85889
CNZHA3416B;ZHANGCUN;ANHUI;33.3139;115.9984;;;;85885
CNXIA3711A;XIAZHUANG;SHANDONG;35.4193;118.6978;;;;85807
CNCHO1307A;CHONGLI;HEBEI;30.0363;103.8668;;;;85803
CNALE1506A;ALETENGXIRE;NEIMENGGU;39.5688;109.7345;;;;85777
CNSHA1409A;SHANGGUAN;SHANXI;35.4336;114.6379;;;131072;85775
CNDUC4453A;DUCHENG;GUANGDONG;23.2429;111.5204;;;65452;85659
CNZHU4117A;ZHUMADIAN;HENAN;32.723975;113.327144;46056;50543;69097;85654
CNDAI3212A;DAINAN;JIANGSU;32.7145;120.1319;;;89029;85627
CNDON5106A;DONGBEI;SICHUAN;31.3743;104.1933;;;98936;85594
CNWUF4305A;WUFENGPU;HUNAN;26.8874;111.4676;;;;85583
CNGON3402A;GONGSHAN;ANHUI;30.931;118.2494;;;90704;85536
CNDAL4504A;DALI;GUANGXI;23.8938;110.551;;;;85386
CNMAC3403A;MACHENG;ANHUI;32.8534;117.2013;;;84484;85386
CNSHI5120A;SHIQIAO;SICHUAN;31.9568;118.3991;;;33998;85376
CNXIA1310A;XIANGHE;HEBEI;39.769154;117.003684;;;;85372
CNYOU5001A;YOUXI;CHONGQING;24.9623;113.3621;;;61973;85174
CNNAN4304A;NANYANG;HUNAN;26.23136;119.460376;;;;85169
CNYON3609A;YONGNING;JIANGXI;40.5239;116.1548;;;;85106
CNXUY5105A;XUYONG;SICHUAN;28.176;105.4441;60696;74969;81598;85102
CNNAN5002C;NANBIN;CHONGQING;30.0093;108.0966;;;;85042
CNFEN3503A;FENGTING;FUJIAN;25.4224;106.5548;;;;84998
CNDAF4309A;DAFU;HUNAN;28.306122;111.892623;;;;84947
CNMAS3608A;MASHI;JIANGXI;31.8695;107.3411;;;33495;84899
CNQIU5110A;QIUXI;SICHUAN;29.9038;104.6168;;;113681;84890
CNTIA4504A;TIANPING;GUANGXI;22.007414;107.585897;;;134032;84850
CNTIA3308A;TIANMA;ZHEJIANG;28.9123;118.5099;;;39354;84775
CNWEN5308A;WENJING;YUNNAN;30.8861;105.6716;;;54224;84754
CNHUA1307A;HUAILAI;HEBEI;40.415343;115.517861;32000;43495;49011;84753
CNHUI3403A;HUINAN;ANHUI;42.6247;126.266;;;41416;84738
CNDAX1302A;DAXINZHUANG;HEBEI;39.4284;118.3447;;;110974;84698
CNYUA4312A;YUANLING;HUNAN;28.4624;110.3897;;;;84691
CNZHU4206B;ZHUJI;HUBEI;32.2928;112.3588;;;;84671
CNFAN2203A;FANJIATUN;JILIN;43.717857;125.083883;;;;84645
CNCHE1308A;CHENGDE;HEBEI;40.954071;117.962411;58714;82478;70741;84644
CNXIN4103A;XINAN;HENAN;34.728584;112.132488;34814;46610;76802;84590
CNKEE1522A;KEERQINYOUYIZHONG;NEIMENGGU;45.060837;121.4765299;47480;56244;62597;84539
CNMAL3717A;MALINGGANG;SHANDONG;35.1915;115.3224;;;30071;84422
CNGUA3416A;GUANTANG;ANHUI;28.1690744;113.0072278;;;54946;84320
CNFAN3709A;FAN;SHANDONG;29.579;115.5698;;;47816;84279
CNSHE4407A;SHENJING;GUANGDONG;40.4057;114.833;;;47121;84239
CNTON5222A;TONGREN;GUIZHOU;27.731514;109.189598;;;;84182
CNXIN3206A;XINGREN;JIANGSU;25.4352118;105.2126158;41116;44718;53123;84017
CNSUJ3717A;SUJI;SHANDONG;34.7939;115.789;;;88992;84011
CNDAI3705A;DAIWANG;SHANDONG;36.985448;118.529642;;;;83936
CNSAN4304C;SANHU;HUNAN;27.162;112.3608;;;95656;83901
CNTIA1411A;TIANNING;SHANXI;30.8919;120.8079;;;;83829
CNBOW3405A;BOWANG;ANHUI;31.558401;118.841651;;;;83780
CNXIN4311A;XINTIAN;HUNAN;25.9101853;112.2060467;46288;52592;98463;83682
CNHUA3708A;HUAYU;SHANDONG;35.6414;110.8838;;;35166;83671
CNJIN4510A;JINGXI;GUANGXI;23.1813597;106.3746168;52038;58640;62996;83650
CNWUJ3707A;WUJING;SHANDONG;36.4439;118.4064;;;97446;83618
CNGAN2302A;GANNAN;HEILONGJIANG;47.9068;123.5177;;;57977;83612
CNSHI3416D;SHIBALI;ANHUI;33.8691;115.6622;;;106096;83575
CNZHA3304A;ZHAPU;ZHEJIANG;30.6064;121.0868;;;54611;83527
CNXIA4416A;XIANTANG;GUANGDONG;23.8563;114.926;;;39848;83431
CNGAO4312A;GAOCUN;HUNAN;37.0877;122.1989;;;69213;83427
CNSHA3717A;SHATU;SHANDONG;33.720442;115.9612;;;;83331
CNKAN4107A;KANGCUN;HENAN;35.1197;113.6774;;;84117;83217
CNCHA5115A;CHANGNING;SICHUAN;28.5818;104.9232;;;;83170
CNMEN5101A;MENGYANG;SICHUAN;30.9597;104.113;;;59504;83142
CNHUA4301C;HUANGJIN;HUNAN;30.3802904;114.261074;;;;83136
CNSHA3715A;SHAZHEN;SHANDONG;27.0238;114.0725;;;;83096
CNJUK5002A;JUKUI;CHONGQING;30.6499;107.6115;;;122174;83032
CNHUA3408B;HUAINING;ANHUI;30.733824;116.829475;37813;42217;69388;83008
CNHUL2303A;HULIN;HEILONGJIANG;45.762673;132.937135;;;56005;83005
CNLUW4507A;LUWU;GUANGXI;22.2881;108.9651;;;76513;83003
CNTAS5107A;TASHUI;SICHUAN;31.464;104.4242;;;132881;82998
CNPIN3501A;PINGTAN;FUJIAN;25.49872;119.790168;50685;58300;73876;82990
CNQUE4117A;QUESHAN;HENAN;32.802064;114.026429;32880;37026;57460;82975
CNHUA3405A;HUANGCHI;ANHUI;31.2984;118.595;;;66946;82924
CNHUA3412B;HUAJI;ANHUI;32.74;115.3849;;;104920;82909
CNTON4212B;TONGSHAN;HUBEI;29.605376;114.482606;;;;82817
CNLUO4211A;LUOTIAN;HUBEI;30.5178;108.5733;27205;39694;71214;82752
CNJIA4113A;JIASONG;HENAN;32.9429;112.0596;;;86368;82702
CNTAI2302A;TAILAI;HEILONGJIANG;46.3866;123.411;;;57138;82695
CNMAJ3717A;MAJI;SHANDONG;32.5338;118.7992;;;124839;82525
CNNAN3501A;NANYU;FUJIAN;25.9727;119.2175;;;90527;82461
CNXIN4507B;XINWEI;GUANGXI;;;;;;82411
CNQUT3206A;QUTANG;JIANGSU;32.4884;120.3157;;;32421;82387
CNZHO6101A;ZHONGNAN;SHAANXI;34.1518;108.3661;;;86853;82262
CNWAN3213A;WANGGUANJI;JIANGSU;33.9914;118.0898;;;97194;82258
CNDAT5002A;DATONG;CHONGQING;28.607724;106.677084;21671;23889;42283;82237
CNLIZ4116A;LIZHAI;HENAN;35.7632;111.6374;;;56194;82178
CNQIN1306B;QINGYUAN;HEBEI;38.7661;115.4872;;;;82176
CNJIA3702B;JIANGSHAN;SHANDONG;29.7699;121.5272;;;122035;82156
CNWUG3406A;WUGOU;ANHUI;33.5314;116.6264;;;51603;82088
CNANY1408A;ANYU;SHANXI;35.5791;111.6782;;;80402;82059
CNJIU5306A;JIUPU;YUNNAN;32.8142;118.6705;;;67804;82035
CNHUM2327A;HUMA;HEILONGJIANG;51.725637;126.665319;;;56160;82018
CNDAE1502A;DAERHAN;NEIMENGGU;44.403499;120.049442;20644;24058;69410;82011
CNDON5108A;DONGHE;SICHUAN;32.2162;106.2844;;;42999;81953
CNQIN3717A;QINGGUJI;SHANDONG;34.692;115.7947;;;;81942
CNJIN5109B;JINHUA;SICHUAN;30.98908;105.28849;;;;81860
CNWEN1310A;WENAN;HEBEI;38.8669;116.4708;;;63785;81769
CNYIC4103A;YICHUAN;HENAN;34.421459;112.425651;23033;33808;43676;81702
CNSHA4301A;SHASHI;HUNAN;27.2492;111.8727;;;63522;81638
CNXIN5117A;XINNING;SICHUAN;41.850647;122.54703;24706;35218;55036;81582
CNJIU4206A;JIUJI;HUBEI;31.8073;112;;;44105;81470
CNLIJ3705A;LIJIN;SHANDONG;37.4874;118.271;35318;41938;60077;81438
CNBUH4210A;BUHE;HUBEI;30.285;112.2377;;;94740;81365
CNMAW3610A;MAWEI;JIANGXI;26.0132;119.4641;;;62820;81335
CNHOU4110A;HOUHE;HENAN;35.8287;114.8796;;;81306;81305
CNMAD3416B;MADIANZI;ANHUI;33.084;116.1158;;;106474;81173
CNHAI4202A;HAIDIQIAO;HUBEI;;;;;52408;81141
CNXIA4405A;XIANCHENG;GUANGDONG;23.2455;116.3159;;;81534;81131
CNYIM3416A;YIMEN;ANHUI;33.6459;116.0179;;;38893;81087
CNYIN3708A;YINSI;SHANDONG;35.7474;116.3941;;;85851;81057
CNQIN4108A;QINGHUA;HENAN;35.167948;113.065723;;;;80970
CNYIX1407A;YIXING;SHANXI;37.331064;113.574602;;;;80950
CNMAT4310A;MATIAN;HUNAN;25.3773;112.7823;;;39766;80834
CNYOU3611A;YOUDUNJIE;JIANGXI;29.388;116.6393;;;29393;80795
CNNIN4114A;NINGLING;HENAN;34.460231;115.313737;53668;58562;94887;80766
CNWUL4209A;WULUO;HUBEI;30.9893;113.7971;;;117528;80759
CNYUA4113A;YUANTAN;HENAN;32.778;112.9145;;;28620;80753
CNFUM4509A;FUMIAN;GUANGXI;22.5899;110.053;;;67106;80702
CNQIA3707A;QIAOGUAN;SHANDONG;36.5677;118.8848;;;28639;80511
CNDAZ3713A;DAZHONGCUN;SHANDONG;34.9904;118.0531;;;52836;80448
CNGOU4113A;GOULIN;HENAN;32.5076;112.1123;;;57245;80289
CNNAN3713B;NANQIAO;SHANDONG;34.7167;117.9861;;;106886;80277
CNLIN3416A;LINHU;ANHUI;33.4399;115.9825;;;91617;80207
CNMAA2203A;MAAN;JILIN;43.821601;126.562274;;;;80167
CNCHE4408B;CHENGYUE;GUANGDONG;21.1749;110.0748;;;78627;80124
CNXIA4409A;XIADONG;GUANGDONG;21.7257;111.1083;;;79409;80118
CNDON3707A;DONGXIA;SHANDONG;31.1702;119.0906;;;30696;80113
CNZHA3704A;ZHANGWANG;SHANDONG;34.8871;117.1415;;;82334;80068
CNANG3203A;ANGUO;JIANGSU;34.8308;116.8271;;;85435;80067
CNXIN3607C;XINSHAN;JIANGXI;25.1412;115.3892;;;;79992
CNGAO3703A;GAOQING;SHANDONG;37.170979;117.826924;34620;47384;51810;79918
CNSAN3711B;SANGYUAN;SHANDONG;38.6367;115.5834;;;103522;79823
CNXIN5223A;XINGREN;GUIZHOU;25.435183;105.186237;;;;79818
CNYAN5109A;YANGXI;SICHUAN;30.7972;105.5095;;;90652;79809
CNLON4507A;LONGMEN;GUANGXI;22.182;109.4679;;;;79777
CNTIA3611A;TIANDUN;JIANGXI;28.2948;118.0906;;;54001;79759
CNWEI3717A;WEIWAN;SHANDONG;34.894;115.3523;;;121044;79702
CNZHA1310A;ZHAOGEZHUANG;HEBEI;38.8837;116.3658;;;79131;79673
CNQIN6540A;QINGSHUIHE;XINJIANG;25.3074;104.8227;;;113685;79639
CNFUH4213A;FUHE;HUBEI;31.4941;113.5562;;;45812;79621
CNYIN3707A;YINMA;SHANDONG;36.6676;119.4634;;;44336;79577
CNWEN5326A;WENSHAN;YUNNAN;23.37;104.25;36526;43200;65519;79550
CNYAN5326A;YANSHAN;YUNNAN;23.6165047;104.3436438;11612;15333;29039;79550
CNJIU3717A;JIUCHENG;SHANDONG;35.6749;115.5114;;;55367;79483
CNNAN5002B;NANXI;CHONGQING;29.731507;115.522749;;;;79342
CNBAO3704A;BAOGOU;SHANDONG;34.9849;117.1165;;;79832;79323
CNJIS3704A;JISUO;SHANDONG;35.0339;116.9897;;;81589;79303
CNZHA3717A;ZHANGYING;SHANDONG;36.1002;119.8344;;;60938;79272
CNCHA3206A;CHANGSHA;JIANGSU;32.4115;121.2557;;;;79248
CNYAN4408C;YANGJIA;GUANGDONG;20.8909;109.9623;;;;79212
CNNAN3702B;NANCUN;SHANDONG;38.0601;114.6464;;;68846;79206
CNKUA2205A;KUAIDAMAO;JILIN;41.673;125.7584;;;29656;79176
CNSHU4206A;SHUANGGOU;HUBEI;32.1707;112.3844;;;55575;79161
CNSHA3209A;SHANGGANG;JIANGSU;33.5398;120.0141;;;76191;79145
CNZHI3708A;ZHIFANG;SHANDONG;35.2937;116.3081;;;71724;79077
CNYAN4208A;YANGZI;HUBEI;29.6393;116.593;;;40116;79040
CNJIA4301A;JIANGBEI;HUNAN;28.1306;113.3445;;;107506;79028
CNZHE3209A;ZHENGHONG;JIANGSU;33.894183;119.952364;;;;79026
CNLUO4453A;LUOPING;GUANGDONG;24.8940347;104.2942034;;;31750;78939
CNXIL5306A;XILUODU;YUNNAN;28.232544;103.64049;;;;78841
CNCAI4302A;CAIHUAPING;HUNAN;26.9446;113.3844;;;50431;78826
CNTIA4510C;TIANYANG;GUANGXI;23.735693;106.915496;51226;66744;96701;78802
CNBAI4510A;BAISE;GUANGXI;23.7371313;106.9138362;90671;113248;162156;78802
CNFEN5331A;FENGPING;YUNNAN;34.3127859;108.8832247;;;47132;78724
CNCHE3404A;CHENGGUAN;ANHUI;32.6955;116.7134;;;;78693
CNPIN3206A;PINGDONG;JIANGSU;32.1279;120.7751;;;55640;78616
CNWEI3715A;WEIZHUANG;SHANDONG;35.5033;111.6478;;;55947;78614
CNLIA3713A;LIANGQIU;SHANDONG;35.1478;117.735;;;54173;78602
CNCHI4415B;CHIKENG;GUANGDONG;22.8638;115.4611;;;98954;78595
CNHUA4408B;HUANGLVE;GUANGDONG;21.3244;110.3047;;;;78584
CNLIN3714A;LING;SHANDONG;37.335794;116.576092;39171;45895;55919;78561
CNZHE5203A;ZHENGAN;GUIZHOU;28.553285;107.453945;42074;44404;49073;78546
CNLON3607C;LONGNAN;JIANGXI;24.910782;114.790118;;;;78473
CNZHO6405A;ZHONGNING;NINGXIA;37.491505;105.685285;24475;32821;66704;78411
CNLIN4503B;LINGCHUAN;GUANGXI;25.4106;110.3184;33449;35672;72129;78406
CNJIN4313A;JINSHI;HUNAN;28.0417;112.4651;;;157622;78358
CNZHO3713A;ZHONGFANG;SHANDONG;26.5966;119.4298;;;58173;78337
CNLIU4206B;LIUSHUI;HUBEI;44.2946;124.1873;;;;78265
CNDAT3504A;DATIAN;FUJIAN;25.692699;117.847115;51255;65900;95035;78202
CNBEI4509A;BEILIU;GUANGXI;22.708311;110.354215;;;;78195
CNDAY3206A;DAYU;JIANGSU;32.3077;121.2934;;;40658;78173
CNLIN3406A;LINHUAN;ANHUI;33.6896;116.5439;;;52703;78155
CNLON4414A;LONGCUN;GUANGDONG;23.5511;115.5298;;;32366;78154
CNKAI1306A;KAIYUAN;HEBEI;42.5401;124.0279;;;;78075
CNZHA1410A;ZHAOCHENG;SHANXI;36.3889;111.6699;;;64824;78065
CNSAN3206B;SANYU;JIANGSU;32.1355;121.2849;;;;78062
CNSHU5001A;SHUANGLONG;CHONGQING;40.4053;110.9447;;;28566;78026
CNWAN4113B;WANGDIAN;HENAN;33.131;111.946;;;87752;77948
CNYUE3408A;YUEXI;ANHUI;30.8523637;116.3697294;35977;47920;54456;77918
CNHUI5227A;HUISHUI;GUIZHOU;26.13206;106.657088;34363;38732;56268;77834
CNJIN6104A;JINGGAN;SHAANXI;34.5215;108.8269;;;;77820
CNERQ6101A;ERQU;SHAANXI;34.1625;108.2146;;;55077;77775
CNLIA3708B;LIANGSHAN;SHANDONG;35.8019;116.0951;38479;55399;83478;77772
CNSAN4509A;SANTAN;GUANGXI;22.1872;110.0377;;;73557;77770
CNHUA3203A;HUANKOU;JIANGSU;34.8639;116.6747;;;89244;77758
CNSHI4305A;SHIJIANG;HUNAN;27.0979;110.797;;;;77726
CNHEY4418A;HEYUN;GUANGDONG;23.9328;112.9184;;;;77684
CNXIA2110A;XIAOBEIHE;LIAONING;41.3605;122.8526;;;78656;77679
CNWUX4513A;WUXUAN;GUANGXI;23.5977;109.6527;;;43887;77632
CNNAN4408A;NANXING;GUANGDONG;20.8014;110.0831;;;79233;77582
CNCHA3601B;CHANGDONG;JIANGXI;28.6563354;115.9808352;;;;77555
CNJIN1311A;JINGXIAN;HEBEI;37.69229;116.270648;44452;50972;58778;77440
CNLON4202A;LONGGANG;HUBEI;29.6249;114.9516;;;;77422
CNLEG3602A;LEGANG;JIANGXI;28.9463;117.1024;;;;77387
CNLAI4228A;LAIFENG;HUBEI;29.493484;109.407828;40824;49302;57416;77368
CNYAN4408B;YANGGAN;GUANGDONG;21.3288;109.9291;;;71683;77281
CNNAN4414A;NANKOU;GUANGDONG;24.2898;115.985;;;53210;77229
CNLON5106A;LONGTAI;SICHUAN;30.8955;104.7822;;;98534;77211
CNLUO6110A;LUONAN;SHAANXI;34.090837;110.148508;32188;36122;70717;77191
CNTAN4408A;TANGJIA;GUANGDONG;22.3588;113.589;;;38414;77129
CNTAN3414A;TANGCHI;ANHUI;31.3381;117.0842;;;137929;77116
CNCAO4309A;CAOWEI;HUNAN;29.0383;112.3712;;;;77108
CNMAH4309A;MAHEKOU;HUNAN;31.4142;116.952;;;78480;77083
CNSUI2114A;SUIZHONG;LIAONING;40.3267;120.3394;;;60090;77060
CNTAN4213A;TANGXIAN;HUBEI;38.7076674;114.9002528;20117;22224;38886;77031
CNHEC4408A;HECHUN;GUANGDONG;21.6964;110.3086;;;76246;76895
CNLON3709A;LONGTING;SHANDONG;35.9237;117.9074;;;41590;76859
CNPEN4290A;PENGCHANG;HUBEI;30.2544;113.512;;;58789;76849
CNGAO3209A;GAOZUO;JIANGSU;33.5629;119.7754;;;105388;76817
CNHUA4301A;HUAMINGLOU;HUNAN;28.0587;112.6254;;;89846;76808
CNWUL4501A;WULING;GUANGXI;23.158693;108.274711;;;83864;76806
CNZHA4111A;ZHAOLING;HENAN;33.5928;114.1613;;;70697;76770
CNSHA2110A;SHALING;LIAONING;41.3332;123.0276;;;81090;76742
CNWUY3311A;WUYUN;ZHEJIANG;49.25;129.6302;;;38754;76680
CNSHA4116A;SHANGSHUI;HENAN;33.542138;114.611651;52697;63166;69372;76588
CNDAW2111A;DAWA;LIAONING;40.9888;122.0774;;;49958;76569
CNYAN5306A;YANJIN;YUNNAN;28.10871;104.234441;23182;31670;55751;76532
CNFAN4113A;FANGCHENG;HENAN;33.254391;113.012494;;;;76527
CNSHI3610A;SHISHAN;JIANGXI;28.8416047;120.7324853;;;55353;76521
CNHUI3702A;HUIBU;SHANDONG;28.9689;118.461;;;34446;76511
CNCHE3408A;CHENYAOHU;ANHUI;30.8702;117.5981;;;71903;76496
