Code;Name EN;Province;Lat;Long;1982;1990;2000;2010
CNWEN6529A;WENSU;XINJIANG;41.2736;80.243;;;;34166
CNMEN2308A;MENGJIAGANG;HEILONGJIANG;46.4213;130.6655;;;19810;34166
CNWAN3414A;WANSHAN;ANHUI;29.714699;118.337521;;;30166;34152
CNJIY4190F;JIYUANSHISHAOYUAN;HENAN;35.160959;112.133528;;;;34136
CNDAQ4509A;DAQIAO;GUANGXI;22.2504;110.2376;;;;34121
CNMAN1504A;MANGNONG;NEIMENGGU;41.4952;119.2759;;;31835;34120
CNAND3713A;ANDI;SHANDONG;35.6654;118.2189;;;35230;34111
CNXIA3611D;XIAZHEN;JIANGXI;28.6574;118.4022;;;;34093
CNXIA1302A;XIAOJI;HEBEI;39.4663;118.2846;;;40485;34092
CNGUA5106A;GUANGFU;SICHUAN;36.6998;114.7313;;;18932;34087
CNJIC2202A;JICHANG;JILIN;43.1953;125.8586;;;;34081
CNXIN3206C;XINDIAN;JIANGSU;32.2727;120.9454;;;;34053
CNQIN4303A;QINGSHANQIAO;HUNAN;27.4999;112.5673;;;;34037
CNWUL4110A;WULIANG;HENAN;30.3135394;114.4174888;;;;34037
CNPUQ4690A;PUQIAN;HAINAN;28.4747;117.6062;;;11926;34027
CNXIN4107B;XIN;HENAN;31.643918;114.879239;52283;62128;65674;34024
CNSON2201A;SONGHUAJIANG;JILIN;44.746;125.9104;;;19473;34012
CNQIN4301B;QINGSHANQIAO;HUNAN;28.541678;117.892401;;;;33985
CNYOU5305A;YOUWANG;YUNNAN;24.8719;99.112;;;37237;33978
CNYIN4202A;YINZU;HUBEI;29.9573;114.8905;;;37896;33958
CNXIY3416A;XIYANG;ANHUI;33.3955;116.3659;;;13712;33958
CNBAI4412A;BAIZHU;GUANGDONG;22.9566;112.3494;;;31095;33952
CNSAN2207B;SANQINGSHAN;JILIN;44.3298;124.5871;;;17206;33947
CNLUA4501A;LUANCHENG;GUANGXI;22.797985;108.924474;;;;33939
CNTON3608A;TONGPING;JIANGXI;30.8064;103.7415;;;14671;33936
CNQIN4509B;QINGSHUIKOU;GUANGXI;22.6011;110.3915;;;37980;33907
CNWUJ3213A;WUJI;JIANGSU;34.1961;119.0297;;;;33892
CNSAN5113A;SANJIAO;SICHUAN;31.5994;106.3972;;;;33891
CNQIA3301A;QIANTAN;ZHEJIANG;29.6186;119.5392;;;23514;33888
CNBAZ4402A;BAZAI;GUANGDONG;31.7018076;121.4453876;;;;33884
CNZHO3606A;ZHOUFANG;JIANGXI;28.5025;117.139;;;27727;33881
CNFUL4511A;FULUO;GUANGXI;27.1873;109.1337;;;46108;33880
CNMUC5111A;MUCHUAN;SICHUAN;28.956647;103.902335;15402;21292;36997;33878
CNZHA4418A;ZHAIGANG;GUANGDONG;24.5233;112.3449;;;27528;33876
CNHEC3610A;HECHENG;JIANGXI;27.717572;117.088478;;;;33855
CNZHA4207A;ZHAOSHAN;HUBEI;30.2082;114.663;;;38148;33855
CNXIA4206B;XIANRENDU;HUBEI;32.2624;111.7189;;;39495;33850
CNSAN2201A;SANSHENGYU;JILIN;44.5435;124.7949;;;19724;33847
CNSHI3707B;SHIDUI;SHANDONG;36.3938;119.3057;;;36068;33839
CNSIJ4407A;SIJIU;GUANGDONG;22.2187;112.8488;;;16192;33807
CNSAN3509A;SANSHA;FUJIAN;26.9276;120.2115;;;;33807
CNGAE5425A;GAER;XIZANG;32.491488;80.096419;14372;18762;35920;33802
CNQIN3715A;QINGSHUI;SHANDONG;36.6269;115.5411;;;20406;33797
CNLUO4210A;LUOSHAN;HUBEI;24.7721;118.578;;;94243;33792
CNGUS3604A;GUSHI;JIANGXI;29.056538;114.157422;;;;33778
CNPIN5222A;PINGXI;GUIZHOU;37.8726437;112.5566495;;;13131;33770
CNCEN5119A;CENGKOU;SICHUAN;31.7808;106.8707;;;17467;33762
CNTAI4109A;TAIQIAN;HENAN;35.96939;115.871906;18750;28338;28437;33760
CNZHU5224B;ZHUCANG;GUIZHOU;26.541;105.692;;;35236;33759
CNHEI5114B;HEILONGTAN;SICHUAN;29.9089;104.1385;;;;33753
CNXIA1411C;XIAJIAYING;SHANXI;37.56682;112.203171;;;;33753
CNMAG5002A;MAGUAN;CHONGQING;30.388901;107.745329;;;;33720
CNLIQ3702A;LIQUANZHUANG;SHANDONG;36.6612;120.5845;;;34423;33704
CNDAT4301A;DATUNYING;HUNAN;39.9483457;116.4067554;;;;33688
CNJIE4114A;JIEGOU;HENAN;34.0336;115.8638;;;38717;33687
CNQIN6201A;QINCHUAN;GANSU;36.6592;103.6374;;;;33666
CNQIA6105B;QIANGBAI;SHAANXI;34.7375;109.8028;;;;33665
CNLON2311A;LONG;HEILONGJIANG;29.3467;105.2037;14429;17886;18413;33657
CNHUA6301B;HUANGZHONG;QINGHAI;36.500879;101.571667;29156;37048;36593;33655
CNQIN5109A;QINGGANG;SICHUAN;30.9087;105.5854;;;34120;33650
CNYUN5108A;YUNFENG;SICHUAN;26.6815103;100.7506083;;;28072;33649
CNHUA4508A;HUANGLIAN;GUANGXI;23.1552;109.312;;;34356;33647
CNHUI4301A;HUILONGPU;HUNAN;22.9024962;115.4660506;;;;33642
CNMAD3604A;MADANG;JIANGXI;29.9945;116.6518;;;25045;33642
CNTIA3209A;TIANCHANG;JIANGSU;29.1007023;119.6588634;;;;33639
CNLIA6521A;LIANMUQIN;XINJIANG;42.8842;89.9329;;;30047;33635
CNHAO1309A;HAOCUN;HEBEI;38.1158;116.315;;;35395;33632
CNZHU3508A;ZHUOTIAN;FUJIAN;25.5531;116.2794;;;39380;33629
CNHON2301A;HONGKELI;HEILONGJIANG;46.5762;129.8416;;;26852;33629
CNHEB4309A;HEBA;HUNAN;31.3019;118.0042;;;26040;33627
CNWAN1311A;WANGJIAJING;HEBEI;37.837;115.3784;;;37078;33625
CNTIA1402A;TIANZHEN;SHANXI;40.420237;114.090867;14738;17396;19181;33623
CNGAO4210A;GAOJIMIAO;HUBEI;29.636;112.4456;;;39915;33619
CNMIN1305A;MINGHUA;HEBEI;37.3072;115.5687;;;32620;33615
CNHUE1522A;HUERLE;NEIMENGGU;46.708;122.0749;;;;33609
CNSHI4311A;SHIYANTOU;HUNAN;26.0337;111.2869;;;35451;33595
CNWUL5329A;WULIANGSHAN;YUNNAN;24.802559;100.558317;;;;33580
CNQIA2207A;QIANQIHAO;JILIN;44.1929;123.6988;;;13707;33575
CNTAN3415C;TANGSHU;ANHUI;32.1028047;120.8059407;;;;33574
CNTON2302B;TONGNAN;HEILONGJIANG;30.825748;104.959475;;;;33554
CNSAN2112A;SANJIANGKOU;LIAONING;43.3755;123.7181;;;59860;33547
CNZHI4210A;ZHICHANGHE;HUBEI;30.0232;111.8344;;;36403;33531
CNLON4418A;LONGSHAN;GUANGDONG;23.746;113.3968;;;;33522
CNTUL1507A;TULIHE;NEIMENGGU;50.4805;121.6675;;;27286;33520
CNBAN3209A;BANHU;JIANGSU;33.6874;119.5789;;;48298;33518
CNHUA4211D;HUANGTUGANG;HUBEI;31.000115;114.741436;;;;33511
CNZHE3713A;ZHENGCHENG;SHANDONG;35.264;117.6484;;;37484;33506
CNLIU6105B;LIUQU;SHAANXI;34.8514;109.2639;;;;33500
CNBAJ3209A;BAJU;JIANGSU;34.1196;119.9877;;;45844;33495
CNFAL5110A;FALUN;SICHUAN;29.9832;104.4905;;;35282;33494
CNZHE4409B;ZHENJIANG;GUANGDONG;40.7585;125.4305;;;;33484
CNGUG4301A;GUGANG;HUNAN;28.2817;113.7351;;;;33483
CNGUA5224A;GUANFENGHAI;GUIZHOU;26.9521;103.9795;;;;33445
CNXIN1301A;XINGTANG;HEBEI;33.0258;115.3002;11219;16170;34358;33441
CNYUJ4301A;YUJIAAO;HUNAN;33.974003;116.7897903;;;;33429
CNGUL3506A;GULEI;FUJIAN;23.8407;117.6184;;;33001;33428
CNDUZ3308A;DUZE;ZHEJIANG;29.1302;118.9481;;;36829;33404
CNDAP4508B;DAPENG;GUANGXI;23.7437;110.1879;;;;33396
CNLIA2107A;LIAOTUN;LIAONING;41.4788;121.7632;;;22689;33396
CNGUA3304A;GUANGCHEN;ZHEJIANG;30.7488;121.1248;;;40083;33394
CNJIU3702A;JIUDIAN;SHANDONG;32.4785;119.4325;;;23660;33387
CNQIN3415A;QINGSHAN;ANHUI;31.459;115.9322;;;41066;33372
CNAER1522B;AERBENGELE;NEIMENGGU;47.0426;122.4925;;;;33371
CNJIY4290A;JIYUKOU;HUBEI;30.4563;112.5904;;;37418;33346
CNXIY2202A;XIYANG;JILIN;43.588;126.3207;;;;33346
CNZHU3412A;ZHUANJI;ANHUI;33.1092;115.3033;;;36798;33332
CNMIN2201A;MINJIA;JILIN;44.779;126.4163;;;17326;33327
CNLIU3411B;LIUZHEN;ANHUI;28.0552;120.9019;;;;33326
CNPIN5227A;PINGHU;GUIZHOU;25.8355;107.3187;;;37603;33318
CNXIA5204A;XIAYUN;GUIZHOU;26.471;106.3199;;;34603;33318
CNYIN4304A;YINTIAN;HUNAN;27.8904;112.6121;;;32429;33315
CNYUE3709A;YUEJIAZHUANG;SHANDONG;34.432956;109.096222;;;;33312
CNKAI1411A;KAISHAN;SHANXI;24.7699;111.7049;;;;33304
CNSHI3207A;SHILIANGHE;JIANGSU;34.7649;118.8482;;;38916;33298
CNDIN6107A;DINGJUNSHAN;SHAANXI;33.1286;106.6263;;;27645;33292
CNLIQ3705A;LIQUE;SHANDONG;38.5688513;106.2166125;;;;33284
CNLIU4206A;LIUSHENG;HUBEI;32.1486;112.9587;;;36767;33279
CNPUL3717A;PULIANJI;SHANDONG;34.9228;115.5938;;;52522;33271
CNSHA6207A;SHAJING;GANSU;39.4255;108.3981;;;15608;33270
CNGON4304A;GONGPINGWEI;HUNAN;23.500417;100.7032132;;;;33251
CNCHA3712A;CHAYEKOU;SHANDONG;36.490418;117.692405;;;;33244
CNSHU4311B;SHUIKOUSHAN;HUNAN;26.0061;111.3664;;;;33243
CNXIN4402A;XINJIANG;GUANGDONG;24.4613;113.8274;;;26982;33242
CNYIM2301A;YIMIANPO;HEILONGJIANG;45.0503;128.0457;;;32517;33241
CNNAN1309A;NANPI;HEBEI;38.0375;116.7085;14343;16783;36860;33235
CNHOU4405A;HOUZHAI;GUANGDONG;23.417796;117.025209;;;29982;33231
CNSHU6206A;SHUANGCHENG;GANSU;33.6355;113.357311;;;;33227
CNGON6105A;GONGLI;SHAANXI;35.9078;117.4157;;;;33226
CNBAI3207B;BAIXIAN;JIANGSU;41.2573954;110.2689056;;;;33218
CNCEN5226A;CENGONG;GUIZHOU;27.173887;108.81606;19186;21114;23147;33216
CNANP1311A;ANPING;HEBEI;38.234501;115.519278;;;;33216
CNPIN4453B;PINGTANG;GUANGDONG;28.0901;112.9182;;;;33206
CNCHA4309B;CHANGJIAO;HUNAN;29.1472;112.25;;;;33198
CNCHA3209A;CHANGDANG;JIANGSU;33.5437;120.1113;;;45325;33196
CNLIK3213A;LIKOU;JIANGSU;33.6121;118.7207;;;50204;33153
CNSIA3206A;SIAN;JIANGSU;34.2605395;108.9830864;;;39811;33148
CNLUL1303A;LULONG;HEBEI;39.8769;118.8714;17424;21373;27239;33143
CNJIN4415A;JINXIANG;GUANGDONG;27.443;120.6037;;;72977;33138
CNJIN2203A;JINGTAI;JILIN;43.5908;125.081;;;;33126
CNHEM5105A;HEMIAN;SICHUAN;28.5761;105.2321;;;29575;33116
CNFAN4112A;FANLI;HENAN;38.4873784;115.5882592;;;;33105
CNSHA4509D;SHABEI;GUANGXI;27.7755376;114.3614606;;;;33092
CNSHU2202A;SHUIQULIU;JILIN;44.5014;127.0077;;;17395;33087
CNDAM2101A;DAMINTUN;LIAONING;41.8514;122.9314;;;33452;33086
CNKAN5002A;KANGLE;CHONGQING;31.1165;109.4882;;;16269;33072
CNDUS3609A;DUSHI;JIANGXI;28.047649;115.980476;;;;33067
CNXIW4108A;XIWAN;HENAN;35.1849;112.9342;;;;33064
CNMAN4453A;MANTANG;GUANGDONG;22.626;111.7086;;;28911;33036
CNXIA4304D;XIAOSHUI;HUNAN;31.2454;106.805;;;;33023
CNXIA3706C;XIAQIU;SHANDONG;37.0072;119.9037;;;38372;33008
CNFUY3209A;FUYU;JIANGSU;33.8185;120.0211;;;;33006
CNSHU3213C;SHUANGGOU;JIANGSU;33.2257;118.1808;;;;33002
CNFOL4690A;FOLUO;HAINAN;18.5781;108.7293;;;;32997
CNXIA4305B;XIANCHAQIAO;HUNAN;27.1632;111.7056;;;;32991
CNPIN5120A;PINGQUAN;SICHUAN;26.123699;114.559087;;;;32987
CNYAO5305A;YAOGUAN;YUNNAN;31.698;120.0258;;;53302;32981
CNSHA1307A;SHALINGZI;HEBEI;40.6631;114.9003;;;25930;32960
CNNAN6104B;NANSHI;SHAANXI;34.8212;117.3465;;;24163;32957
CNLUO4414B;LUOFU;GUANGDONG;24.5369;115.5773;;;38307;32938
CNDAY2204A;DAYANG;JILIN;42.5012;125.4152;;;;32933
CNBAN3412A;BANGANG;ANHUI;32.5003;116.1935;;;42655;32931
CNTAN4414D;TANGXI;GUANGDONG;23.7537;116.1481;;;35233;32916
CNFOZ4290A;FOZISHAN;HUBEI;30.7556;113.0167;;;28869;32904
CNTIE4413A;TIEYONG;GUANGDONG;22.723622;114.835104;;;;32899
CNDAZ4418A;DAZHAN;GUANGDONG;24.1683;113.4287;;;31392;32896
CNSIM1309A;SIMENCUN;HEBEI;38.1;116.4037;;;33102;32877
CNCHE4301A;CHENGJIAO;HUNAN;30.6760743;104.0584384;;;12688;32869
CNHAI3702A;HAIQING;SHANDONG;36.058136;120.408622;;;41047;32831
CNWUD2205A;WUDAOGOU;JILIN;42.1366;125.8779;;;21152;32830
CNFEN5105B;FENGLE;SICHUAN;28.7506;105.4672;;;;32828
CNYON3416A;YONGXING;ANHUI;33.085276;116.031735;;;;32819
CNFEN3308A;FENGLIN;ZHEJIANG;28.3228;120.7617;;;;32809
CNTAI2207B;TAIPINGCHUAN;JILIN;44.3972;123.1874;;;18608;32783
CNHEN3611B;HENGSHAN;JIANGXI;28.3236;118.1961;;;;32773
CNBAB5224A;BABU;GUIZHOU;26.825;105.8103;;;35430;32771
CNSHI5002F;SHIMA;CHONGQING;27.169471;110.986481;;;;32770
CNNAN5120A;NANJIN;SICHUAN;30.0323;104.6837;;;50011;32769
CNSHU6531A;SHULE;XINJIANG;39.4089;76.0472;17248;22933;22177;32764
CNDAZ5306A;DAZHAI;YUNNAN;27.225814;102.921541;;;;32757
CNSUN3713A;SUNZU;SHANDONG;35.5175;118.3285;;;21912;32756
CNDID3212A;DIDUO;JIANGSU;32.8505;120.0782;;;41988;32752
CNHEN3301A;HENGCUN;ZHEJIANG;29.8303;119.6076;;;18453;32750
CNXIN4414B;XINWEI;GUANGDONG;21.7521249;111.6215446;;;;32747
CNMIN4202A;MINGSHAN;HUBEI;30.137052;116.6756309;;;;32747
CNSHI3411A;SHILIANG;ANHUI;37.5888309;107.6096366;;;58424;32745
CNYAN3610A;YANGQIAODIAN;JIANGXI;28.369399;116.546998;;;;32722
CNCAI6211A;CAIZI;GANSU;34.9979;104.5151;;;24179;32722
CNTAN3715A;TANGYI;SHANDONG;36.4906;115.7823;;;32631;32710
CNBAI3701A;BAIYUNHU;SHANDONG;36.8261;117.3858;;;32895;32696
CNCAO3701A;CAOFAN;SHANDONG;36.6117;117.3981;;;36485;32679
CNGUO3709A;GUODOU;SHANDONG;35.6071656;106.1251738;;;;32675
CNZHU3213A;ZHUHU;JIANGSU;33.549;118.3071;;;;32655
CNLON3207A;LONGJU;JIANGSU;34.3686;119.1124;;;38059;32654
CNSHI5116A;SHIYONG;SICHUAN;30.306;107.1231;;;56994;32651
CNYUX4205B;YUXIAKOU;HUBEI;30.4126;110.4995;;;;32650
CNCHE4114D;CHENGXIANG;HENAN;29.3740009;113.1433486;;;;32641
CNPIN6404A;PINGFENG;NINGXIA;23.3129;111.4824;;;30234;32636
CNTUA5203B;TUANZE;GUIZHOU;27.8099;107.0766;;;49014;32624
CNHON3606A;HONGTANG;JIANGXI;29.9584;121.5052;;;23878;32610
CNMIN4509A;MINAN;GUANGXI;21.0058;110.3204;;;11954;32608
CNLUX3604A;LUXI;JIANGXI;27.630806;114.029827;;;;32606
CNLON4414C;LONGTIAN;GUANGDONG;24.214697;115.712129;;;;32590
CNYUE4101A;YUECUN;HENAN;34.5553;113.4794;;;41323;32584
CNXIN3405A;XINSHI;ANHUI;30.616035;120.277847;;;;32582
CNHEY3603A;HEYAO;JIANGXI;27.6916;113.6807;;;29636;32579
CNXIA4301B;XIANGZIKOU;HUNAN;27.651978;105.404517;;;;32565
CNMIA5105A;MIANHUAPO;SICHUAN;28.7834446;105.3924201;;;;32561
CNZHA3715B;ZHANGLUJI;SHANDONG;35.702744;115.760686;;;30490;32558
CNLEI4206A;LEIHE;HUBEI;31.3335111;121.5963063;;;;32553
CNWAN3415A;WANGJIELIU;ANHUI;32.539863;116.057523;;;;32553
CNLIU4202A;LIURENBA;HUBEI;29.9404;114.8272;;;30917;32547
CNMAW5002A;MAWANG;CHONGQING;34.2052;108.722;;;;32546
CNZHA6404A;ZHANGYI;NINGXIA;37.523121;102.662415;;;;32539
CNXIP4113A;XIPING;HENAN;33.387684;114.021538;;;;32498
CNLUK6521A;LUKEQIN;XINJIANG;42.7172;89.7411;;;29363;32497
CNLAN4115A;LANGAN;HENAN;33.9301;117.2662;;;67095;32493
CNXIN2207A;XINWANFA;JILIN;45.077014;125.57331;;;;32485
CNBAY1505A;BAYANTALA;NEIMENGGU;43.6623;123.3214;;;;32478
CNYAO5323A;YAOAN;YUNNAN;25.504173;101.241728;16572;23650;29072;32472
CNZIL4115A;ZILU;HENAN;29.7443142;104.8419487;;;;32470
CNGAN5117A;GANTANG;SICHUAN;30.9774;107.8709;;;;32469
CNCHI3609A;CHIAN;JIANGXI;29.1439;120.0258;;;15721;32467
CNLIN4690A;LINGKOU;HAINAN;19.3415;110.3119;;;34365;32465
CNBAL3412A;BALIHE;ANHUI;32.5902;116.2595;;;43076;32453
CNJUB2207A;JUBAO;JILIN;44.4608;124.4655;;;16739;32450
CNSHU4114A;SHUNHE;HENAN;34.1480845;112.4746719;;;;32446
CNNAN3713C;NANZHANGZHUANG;SHANDONG;34.130446;108.719645;;;;32437
CNHUA6301A;HUANGJIAZHAI;QINGHAI;36.8499;101.7604;;;25340;32433
CNHUA4210A;HUANGJIAKOU;HUBEI;30.0571;113.5329;;;34261;32432
CNHEQ6201A;HEQIAO;GANSU;36.4872;102.8731;;;35368;32432
CNPEN3415A;PENGTA;ANHUI;39.3888031;106.9089652;;;;32422
CNCHA1505B;CHARISU;NEIMENGGU;43.067;123.4757;;;;32400
CNXIA5120B;XIAOYUAN;SICHUAN;29.999;104.8847;;;;32398
CNJIE3213A;JIEJI;JIANGSU;33.5574;118.4062;;;38226;32396
CNYAN4108A;YANG;HENAN;35.175454;113.077683;;;;32394
CNSHI5226A;SHIBING;GUIZHOU;27.03292;108.124379;14842;18288;27542;32380
CNZHA4107C;ZHAOJING;HENAN;35.2977;113.6877;;;;32379
CNHUA4210B;HUANGSHANTOU;HUBEI;29.6694;112.1656;;;35048;32364
CNLUM3416A;LUMIAO;ANHUI;34.0028;115.7734;;;34838;32361
CNXIN5001A;XINMIAO;CHONGQING;45.2781;124.5425;;;;32358
CNJUN4203A;JUNDIAN;HUBEI;32.0453;110.6108;;;37602;32346
CNJUY6107A;JUYUAN;SHAANXI;45.9303;126.9607;;;25370;32340
CNBAO5113A;BAOPING;SICHUAN;31.3447;106.5354;;;28825;32330
CNLIN3717A;LINPU;SHANDONG;30.035;120.2461;;;51151;32323
CNFAN4209A;FANGFAN;HUBEI;31.3956;114.0902;;;31562;32323
CNHUA3709C;HUAMAWAN;SHANDONG;26.52227;113.220869;;;;32304
CNXIJ4304A;XIJIANG;HUNAN;28.243331;113.681048;;;;32295
CNHEA4408A;HEAN;GUANGDONG;20.6288;110.3754;;;28941;32288
CNWAN4115A;WANGLIU;HENAN;36.6564;119.0254;;;25657;32283
CNJIN4304C;JINXI;HUNAN;27.2717;112.3347;;;;32281
CNXIA4305C;XIAOXISHI;HUNAN;41.8013567;123.4476954;;;;32280
CNCHE4115B;CHENLINZI;HENAN;31.841601;115.893102;;;;32270
CNXIN3502B;XINWEI;FUJIAN;24.4882285;118.1218916;;;;32261
CNMIC4101A;MICUN;HENAN;34.5523;113.2734;;;45888;32255
CNMEI4311A;MEIHUA;HUNAN;25.6171;111.5974;;;30167;32238
CNSHU4311A;SHUANGPAI;HUNAN;25.961909;111.659967;15766;16628;30535;32232
CNDAN3717B;DANGJI;SHANDONG;39.5097903;94.8797421;;;;32230
CNBEI1405B;BEILIU;SHANXI;35.4742;112.5732;;;;32229
CNBAN5103A;BANQIAO;SICHUAN;29.1245;104.7674;;;;32216
CNREN3411A;RENHEJI;ANHUI;32.6322;119.111;;;15432;32213
CNXIN4306A;XINKAI;HUNAN;29.2643;113.196;;;;32198
CNSHA5224A;SHATU;GUIZHOU;27.3871;106.5898;;;;32191
CNGUN3501A;GUNTOU;FUJIAN;25.127419;118.546574;;;;32171
CNNIU4305A;NIUMASI;HUNAN;27.2753;111.6714;;;51694;32148
CNSHE4208A;SHENJI;HUBEI;22.182735;111.117437;;;;32140
CNGUA4203A;GUANYIN;HUBEI;32.8964;110.3614;;;26862;32135
CNDAO4504A;DAOSHUI;GUANGXI;23.5754;111.1224;;;35466;32123
CNDON1309A;DONGGUANG;HEBEI;37.8772;116.5482;20329;20310;35689;32119
CNKUA3713A;KUANGKENG;SHANDONG;40.3835159;117.0173145;;;;32118
CNJIN4313B;JINGZI;HUNAN;27.465141;112.424933;;;;32113
CNSHA3604C;SHAHEJIE;JIANGXI;29.6137;115.9017;;;;32110
CNNAN3717B;NANZHAOLOU;SHANDONG;33.169713;112.6135866;;;;32104
CNREN5323A;RENXING;YUNNAN;25.3943;102.3004;;;;32101
CNNIN5134A;NINGNAN;SICHUAN;27.066308;102.759686;16134;23412;28947;32092
CNQIN5117C;QINGSHUI;SICHUAN;30.6797;107.1301;;;;32086
CNDUA4207A;DUANDIAN;HUBEI;36.6524;116.905;;;23688;32080
CNXIN4501B;XINFU;GUANGXI;33.045789;118.362692;;;;32078
CNYAN5120B;YANJIANG;SICHUAN;45.7904;123.7743;;;43704;32074
CNPAI4202A;PAISHI;HUBEI;29.717621;115.065981;;;;32070
CNSHA3509A;SHAJIANG;FUJIAN;26.7917;119.983;;;38589;32064
CNDAC3702A;DACUN;SHANDONG;35.8072;119.7203;;;23956;32058
CNNAN3207A;NANGANG;JIANGSU;28.0859;114.8463;;;;32047
CNDAG2301A;DAGUI;HEILONGJIANG;46.243;127.7657;;;17226;32041
CNYIZ3203A;YIZHUANG;JIANGSU;34.1536;117.5918;;;;32034
CNBAI4414A;BAIDU;GUANGDONG;24.4913;116.1967;;;45866;32025
CNWUJ5002A;WUJIA;CHONGQING;41.9649;119.1401;;;26836;32016
CNHAI2311A;HAIJIANG;HEILONGJIANG;49.2712;125.3943;;;24322;32006
CNZHE5308A;ZHENGXING;YUNNAN;29.4745;106.1424;;;46758;32003
CNDON4116A;DONGXIATING;HENAN;33.866;114.6883;;;;31998
CNLUO4409A;LUOKENG;GUANGDONG;21.8203;111.2433;;;47856;31994
CNDAX2207A;DAXING;JILIN;44.177;123.4592;;;;31991
CNZHO3606B;ZHONGTONG;JIANGXI;28.2967;116.9704;;;27233;31987
CNSUO1403A;SUOHUANG;SHANXI;37.7356;113.652;;;31866;31978
CNSHI5105A;SHIQIAO;SICHUAN;29.2669;105.5675;;;33998;31976
CNHUA4401A;HUANGGE;GUANGDONG;22.8315;113.5004;;;34074;31973
CNTON2311A;TONGBEI;HEILONGJIANG;47.7625;126.7463;;;35346;31962
CNSUJ5110A;SUJIAWAN;SICHUAN;29.7808;104.9367;;;35673;31956
CNSHU4301B;SHUANGFUPU;HUNAN;28.1347;112.2865;;;;31947
CNLEM4408A;LEMIN;GUANGDONG;21.1432;109.7602;;;;31944
CNJIL6540A;JILIYUZI;XINJIANG;43.9723;81.5218;;;23920;31942
CNPEN3508A;PENGKOU;FUJIAN;25.5262;116.688;;;41016;31941
CNBEI3408A;BEIZHONG;ANHUI;30.6636;115.879;;;13952;31937
CNTIN3310A;TINGPANG;ZHEJIANG;29.039038;121.348301;;;;31915
CNZAO6103A;ZAOLIN;SHAANXI;39.1495;113.1204;;;33006;31914
CNBAW2203A;BAWU;JILIN;43.8053;124.4122;;;14837;31909
CNDAQ3604A;DAQIAO;JIANGXI;27.784625;114.328925;;;;31894
CNBEI2202A;BEIDAHU;JILIN;43.421103;126.628773;;;;31887
CNJIU5002A;JIULONGSHAN;CHONGQING;31.2185;108.2763;;;25179;31870
CNWEI1305B;WEIJIAZHUANG;HEBEI;37.2828;114.7429;;;29231;31869
CNCAI3604A;CAILING;JIANGXI;29.5238;116.3751;;;17173;31865
CNDAD3212A;DADUO;JIANGSU;32.8944;120.0375;;;40554;31861
CNZEN2207A;ZENGSHENG;JILIN;44.9828;125.2993;;;17798;31858
CNCHA1509B;CHAHAERYOUYIQIAN;NEIMENGGU;40.785631;113.214733;27875;30104;36300;31833
CNFAN5303A;FANGHUA;YUNNAN;25.1653;103.675;;;30535;31825
CNXIA4504A;XIANGQI;GUANGXI;23.1763;110.7345;;;37129;31812
CNPIL5105A;PILU;SICHUAN;29.2538;105.6391;;;30484;31800
CNNEI3502A;NEICUO;FUJIAN;24.6615;118.2665;;;34020;31796
CNWUT3713A;WUTAI;SHANDONG;35.6497;117.6898;;;;31782
CNXIN5110C;XINCHANG;SICHUAN;29.6552;104.5168;;;;31780
CNSUQ1310A;SUQIAO;HEBEI;39.038;116.4849;;;32878;31777
CNGUA4311A;GUANYINTAN;HUNAN;26.4873;111.8786;;;36729;31770
CNXIN5120B;XINSHI;SICHUAN;31.022949;113.111865;;;;31769
CNSUN4208A;SUNQIAO;HUBEI;31.0856;113.0173;;;37025;31760
CNJIN4301A;JINJING;HUNAN;28.5198;113.3696;;;38579;31749
CNSHI4418C;SHIHUIPU;GUANGDONG;24.259;113.2386;;;27120;31742
CNLEN4309A;LENGSHI;HUNAN;28.505761;111.533377;;;33293;31735
CNSUJ3706A;SUJIADIAN;SHANDONG;46.8906;130.7594;;;16465;31724
CNNEI4105A;NEIHUANG;HENAN;35.971704;114.901452;18689;19678;24366;31707
CNZHI3606A;ZHIGUANG;JIANGXI;28.3599;117.0754;;;30319;31705
CNLUX3506A;LUXI;FUJIAN;24.4762;117.0332;;;;31704
CNTAN3213A;TANGGOU;JIANGSU;33.9867;118.9582;;;;31700
CNFUZ1309A;FUZHEN;HEBEI;38.0272;116.1459;;;;31697
CNMAO3213A;MAOWEI;JIANGSU;34.305326;118.690167;;;;31680
CNLIS5105A;LISHI;SICHUAN;25.3678947;100.5183725;;;;31676
CNMAA3604A;MAAO;JIANGXI;29.0615;114.3345;;;36640;31676
CNJIN6103A;JINQU;SHAANXI;34.2178;107.7779;;;;31675
CNZEP6531A;ZEPU;XINJIANG;38.1906;77.2648;;;18941;31665
CNTAN3606A;TANGWAN;JIANGXI;32.4326;119.9589;;;;31653
CNHUA4114A;HUANGKOU;HENAN;33.815443;116.353519;;;;31646
CNLUO5106A;LUOSHUI;SICHUAN;31.239;104.0565;;;18031;31631
CNWAN3611A;WANGER;JIANGXI;28.288;117.4975;;;15257;31628
CNLUG3209A;LUGOU;JIANGSU;33.3878;119.843;;;26206;31611
CNXIA4290A;XIAOBAN;HUBEI;30.6094;113.2246;;;25948;31599
CNDON4206B;DONGGONG;HUBEI;31.3211;111.8328;;;20570;31588
CNMIA1507A;MIANDUHE;NEIMENGGU;49.0859;121.044;;;35313;31588
